0.803107; 0.118843; 0.0780498; 
0.855666; 0.0876905; 0.0566439; 
0.897901; 0.0622192; 0.0398797; 
0.925225; 0.0454944; 0.0292806; 
0.936308; 0.0384788; 0.0252132; 
0.931173; 0.0410618; 0.0277651; 
0.908882; 0.0534299; 0.037688; 
0.868802; 0.0753763; 0.0558222; 
0.813953; 0.104587; 0.0814596; 
0.751393; 0.136797; 0.111809; 
0.790249; 0.136526; 0.0732243; 
0.850794; 0.0985955; 0.0506102; 
0.900786; 0.066278; 0.0329363; 
0.933312; 0.0447522; 0.0219356; 
0.946493; 0.0357801; 0.0177267; 
0.940829; 0.0390816; 0.0200897; 
0.914903; 0.0550632; 0.030034; 
0.867593; 0.0834233; 0.048984; 
0.803662; 0.120054; 0.0762834; 
0.733229; 0.158229; 0.108541; 
0.751655; 0.174877; 0.0734679; 
0.81849; 0.130982; 0.0505284; 
0.87774; 0.0899732; 0.0322872; 
0.918568; 0.0606313; 0.0208007; 
0.935662; 0.0479526; 0.0163854; 
0.928377; 0.0527867; 0.0188364; 
0.895333; 0.0753733; 0.0292932; 
0.837644; 0.113148; 0.0492086; 
0.764796; 0.157707; 0.0774966; 
0.690219; 0.199485; 0.110296; 
0.676513; 0.245656; 0.0778308; 
0.740115; 0.203934; 0.0559511; 
0.803262; 0.158631; 0.038107; 
0.852564; 0.121024; 0.0264125; 
0.875068; 0.103107; 0.0218252; 
0.864402; 0.110891; 0.024707; 
0.82131; 0.142667; 0.0360234; 
0.755422; 0.188204; 0.0563748; 
0.682546; 0.233383; 0.0840711; 
0.615275; 0.269218; 0.115507; 
0.561104; 0.355894; 0.0830024; 
0.599503; 0.337337; 0.06316; 
0.640192; 0.31269; 0.0471177; 
0.675074; 0.288368; 0.036558; 
0.69116; 0.276312; 0.0325288; 
0.679064; 0.28524; 0.0356959; 
0.642807; 0.310494; 0.0466992; 
0.595953; 0.338436; 0.0656105; 
0.549882; 0.359108; 0.0910103; 
0.509635; 0.370285; 0.12008; 
0.423951; 0.491472; 0.0845769; 
0.41945; 0.515187; 0.0653631; 
0.408802; 0.541309; 0.0498893; 
0.393764; 0.566561; 0.0396746; 
0.380673; 0.583678; 0.0356493; 
0.376532; 0.58502; 0.0384477; 
0.381201; 0.570059; 0.0487401; 
0.388126; 0.545139; 0.0667343; 
0.391858; 0.516906; 0.0912355; 
0.391027; 0.48937; 0.119602; 
0.301163; 0.617255; 0.0815814; 
0.264983; 0.674141; 0.0608759; 
0.221454; 0.734818; 0.0437275; 
0.180587; 0.787369; 0.0320434; 
0.156606; 0.816381; 0.0270134; 
0.158503; 0.812219; 0.029278; 
0.184043; 0.776345; 0.0396122; 
0.221616; 0.720016; 0.058368; 
0.258158; 0.657703; 0.0841388; 
0.286444; 0.599691; 0.113865; 
0.215634; 0.706774; 0.0775924; 
0.171012; 0.773381; 0.0556069; 
0.125868; 0.836556; 0.0375765; 
0.0903359; 0.884059; 0.0256048; 
0.0724473; 0.907056; 0.0204966; 
0.0747325; 0.902922; 0.0223452; 
0.0962561; 0.87178; 0.0319638; 
0.132325; 0.817351; 0.0503245; 
0.173845; 0.749701; 0.0764541; 
0.212003; 0.680871; 0.107126; 
0.165886; 0.75768; 0.0764336; 
0.12521; 0.82027; 0.0545203; 
0.0883928; 0.87471; 0.0368976; 
0.0620564; 0.912519; 0.0254249; 
0.0496157; 0.929804; 0.0205799; 
0.0513338; 0.926384; 0.022282; 
0.0668803; 0.901872; 0.0312474; 
0.0947995; 0.856663; 0.0485379; 
0.130348; 0.796049; 0.0736036; 
0.166904; 0.729475; 0.103622; 
0.140683; 0.77964; 0.079677; 
0.106737; 0.834411; 0.0588523; 
0.077737; 0.880059; 0.0422045; 
0.0576615; 0.911023; 0.0313153; 
0.0482459; 0.925049; 0.0267055; 
0.0495387; 0.921985; 0.0284764; 
0.0613355; 0.901482; 0.0371821; 
0.0828817; 0.863619; 0.053499; 
0.111514; 0.81159; 0.0768963; 
0.142915; 0.752019; 0.105066; 
0.82256; 0.0996847; 0.0777555; 
0.881821; 0.0663457; 0.0518337; 
0.928015; 0.040239; 0.0317461; 
0.956171; 0.0242889; 0.0195401; 
0.966984; 0.0180568; 0.0149594; 
0.962385; 0.0202243; 0.017391; 
0.940324; 0.0314706; 0.0282057; 
0.897123; 0.0531946; 0.0496823; 
0.834822; 0.0838639; 0.0813144; 
0.76279; 0.118564; 0.118646; 
0.813916; 0.113642; 0.0724418; 
0.883662; 0.0717728; 0.0445649; 
0.938556; 0.0381296; 0.0233149; 
0.970571; 0.0182505; 0.0111789; 
0.981977; 0.0110778; 0.00694489; 
0.977693; 0.0134737; 0.0088333; 
0.954174; 0.0270088; 0.0188176; 
0.903949; 0.0550158; 0.0410351; 
0.830009; 0.0945693; 0.0754213; 
0.746914; 0.137042; 0.116044; 
0.777482; 0.148909; 0.0736084; 
0.857914; 0.097352; 0.044734; 
0.926448; 0.051359; 0.0221934; 
0.968182; 0.0224493; 0.00936847; 
0.982893; 0.012047; 0.00506003; 
0.977613; 0.0155112; 0.0068763; 
0.947213; 0.0355054; 0.0172819; 
0.882969; 0.0757093; 0.0413214; 
0.794531; 0.12737; 0.0780984; 
0.703469; 0.176367; 0.120164; 
0.698301; 0.22122; 0.0804786; 
0.779901; 0.167425; 0.0526742; 
0.862397; 0.108041; 0.0295618; 
0.924264; 0.0607494; 0.0149862; 
0.950499; 0.0399407; 0.00956011; 
0.939996; 0.0477873; 0.0122167; 
0.889352; 0.0853239; 0.0253236; 
0.803812; 0.144274; 0.051914; 
0.707795; 0.203277; 0.0889282; 
0.622647; 0.24818; 0.129173; 
0.567863; 0.34371; 0.0884267; 
0.618541; 0.317594; 0.0638646; 
0.677687; 0.279086; 0.0432273; 
0.733999; 0.236679; 0.0293216; 
0.763312; 0.212878; 0.0238097; 
0.74536; 0.227058; 0.0275824; 
0.687715; 0.270322; 0.0419629; 
0.617732; 0.315004; 0.0672636; 
0.554823; 0.344607; 0.10057; 
0.504406; 0.358819; 0.136775; 
0.40898; 0.500762; 0.0902579; 
0.398738; 0.534636; 0.0666268; 
0.377031; 0.576099; 0.0468708; 
0.345765; 0.620768; 0.0334666; 
0.31942; 0.652687; 0.0278928; 
0.316516; 0.652397; 0.0310879; 
0.33467; 0.620971; 0.0443591; 
0.355493; 0.576296; 0.0682113; 
0.367829; 0.531965; 0.100206; 
0.371172; 0.493291; 0.135537; 
0.271643; 0.6438; 0.0845576; 
0.221468; 0.72031; 0.058222; 
0.159453; 0.804892; 0.0356548; 
0.102433; 0.877204; 0.0203631; 
0.0717562; 0.914373; 0.0138707; 
0.0757489; 0.90828; 0.0159716; 
0.111813; 0.859886; 0.0283017; 
0.166356; 0.780738; 0.0529059; 
0.218836; 0.69387; 0.0872944; 
0.257859; 0.616708; 0.125433; 
0.18348; 0.73892; 0.0775997; 
0.128746; 0.821554; 0.0497004; 
0.0753298; 0.897746; 0.026924; 
0.0376639; 0.94945; 0.012886; 
0.0217224; 0.970784; 0.00749334; 
0.0240787; 0.967036; 0.00888571; 
0.0450846; 0.936235; 0.0186806; 
0.0855238; 0.873685; 0.0407907; 
0.135713; 0.789681; 0.0746068; 
0.182453; 0.703548; 0.113999; 
0.137256; 0.787766; 0.0749779; 
0.0911538; 0.861048; 0.0477981; 
0.0516845; 0.921941; 0.0263744; 
0.0265029; 0.960038; 0.0134593; 
0.0162817; 0.975248; 0.00847082; 
0.0178266; 0.972385; 0.00978795; 
0.0315655; 0.949719; 0.0187155; 
0.0597049; 0.901629; 0.0386658; 
0.0988353; 0.831258; 0.0699065; 
0.140496; 0.751846; 0.107659; 
0.116732; 0.805009; 0.0782591; 
0.0798415; 0.867183; 0.0529753; 
0.0497336; 0.917257; 0.0330091; 
0.0304356; 0.949073; 0.0204913; 
0.0221538; 0.96248; 0.0153659; 
0.023403; 0.959638; 0.0169587; 
0.0343013; 0.93948; 0.0262188; 
0.0557866; 0.899071; 0.0451425; 
0.0861518; 0.840191; 0.0736571; 
0.120505; 0.771271; 0.108224; 
0.826874; 0.0878578; 0.0852682; 
0.892153; 0.0539051; 0.0539419; 
0.942246; 0.028312; 0.0294422; 
0.971167; 0.0138124; 0.0150207; 
0.981497; 0.00864621; 0.0098569; 
0.977313; 0.0103517; 0.0123352; 
0.955207; 0.020038; 0.0247552; 
0.908045; 0.0405733; 0.0513822; 
0.83759; 0.0711357; 0.0912739; 
0.756769; 0.106344; 0.136887; 
0.820841; 0.0992607; 0.0798984; 
0.898667; 0.0559636; 0.0453697; 
0.957639; 0.0231997; 0.0191611; 
0.98768; 0.00664784; 0.00567206; 
0.995972; 0.00212755; 0.00190062; 
0.993333; 0.00343024; 0.00323634; 
0.973507; 0.013265; 0.0132277; 
0.920504; 0.0388381; 0.0406579; 
0.835906; 0.0786291; 0.0854649; 
0.741056; 0.122403; 0.136541; 
0.785446; 0.131804; 0.0827505; 
0.8774; 0.0764355; 0.0461645; 
0.952666; 0.0298046; 0.0175299; 
0.9906; 0.00592416; 0.00347593; 
0.998883; 0.0006953; 0.000421263; 
0.996777; 0.00195523; 0.00126752; 
0.973869; 0.0152802; 0.0108507; 
0.90548; 0.0530547; 0.041465; 
0.801521; 0.107205; 0.0912735; 
0.695739; 0.159143; 0.145117; 
0.702998; 0.20366; 0.093342; 
0.799839; 0.142233; 0.0579284; 
0.898582; 0.0744066; 0.027011; 
0.965991; 0.0254874; 0.00852133; 
